%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
  49  22  -83.00  -47.00        0.1108
  50  22  -81.00  -47.00        0.0491
  51  22  -79.00  -47.00       -0.0125
  52  22  -77.00  -47.00       -0.0554
  53  22  -75.00  -47.00       -0.1839
  54  22  -73.00  -47.00       -0.1839
  55  22  -71.00  -47.00        0.7223
  56  22  -69.00  -47.00        0.7223
  57  22  -67.00  -47.00        0.1870
  58  22  -65.00  -47.00        0.0086
  59  22  -63.00  -47.00        0.2686
  60  22  -61.00  -47.00        0.5285
  61  22  -59.00  -47.00        0.6467
  62  22  -57.00  -47.00        1.0014
  63  22  -55.00  -47.00        1.0014
  64  22  -53.00  -47.00        1.3348
  65  22  -51.00  -47.00        1.3348
  66  22  -49.00  -47.00        1.3150
  67  22  -47.00  -47.00        1.3084
  68  22  -45.00  -47.00        1.2420
  69  22  -43.00  -47.00        1.1757
  70  22  -41.00  -47.00        1.1042
  71  22  -39.00  -47.00        0.8897
  72  22  -37.00  -47.00        0.8897
  73  22  -35.00  -47.00        0.7243
  74  22  -33.00  -47.00        0.7243
  75  22  -31.00  -47.00        0.6466
  76  22  -29.00  -47.00        0.6206
  77  22  -27.00  -47.00        0.5932
  78  22  -25.00  -47.00        0.5657
  79  22  -23.00  -47.00        0.5634
  80  22  -21.00  -47.00        0.5567
  81  22  -19.00  -47.00        0.5567
  82  22  -17.00  -47.00        0.4666
  83  22  -15.00  -47.00        0.4666
  84  22  -13.00  -47.00        0.3818
  85  22  -11.00  -47.00        0.3535
  86  22   -9.00  -47.00        0.2511
  87  22   -7.00  -47.00        0.1487
  88  22   -5.00  -47.00        0.1132
  89  22   -3.00  -47.00        0.0065
  90  22   -1.00  -47.00        0.0065
  91  22    1.00  -47.00        0.0043
  92  22    3.00  -47.00        0.0043
  93  22    5.00  -47.00        0.0646
  94  22    7.00  -47.00        0.0847
  95  22    9.00  -47.00        0.1640
  96  22   11.00  -47.00        0.2432
  97  22   13.00  -47.00        0.2538
  98  22   15.00  -47.00        0.2856
  99  22   17.00  -47.00        0.2856
 100  22   19.00  -47.00        0.3345
 101  22   21.00  -47.00        0.3345
 102  22   23.00  -47.00        0.4169
 103  22   25.00  -47.00        0.4444
 104  22   27.00  -47.00        0.4687
 105  22   29.00  -47.00        0.4930
 106  22   31.00  -47.00        0.4912
 107  22   33.00  -47.00        0.4858
 108  22   35.00  -47.00        0.4858
 109  22   37.00  -47.00        0.5321
 110  22   39.00  -47.00        0.5321
 111  22   41.00  -47.00        0.4324
 112  22   43.00  -47.00        0.3991
 113  22   45.00  -47.00        0.5054
 114  22   47.00  -47.00        0.6117
 115  22   49.00  -47.00        0.6255
 116  22   51.00  -47.00        0.6670
 117  22   53.00  -47.00        0.6670
 118  22   55.00  -47.00        0.8211
 119  22   57.00  -47.00        0.8211
 120  22   59.00  -47.00        0.7962
 121  22   61.00  -47.00        0.7879
 122  22   63.00  -47.00        0.7745
 123  22   65.00  -47.00        0.7612
 124  22   67.00  -47.00        0.7749
 125  22   69.00  -47.00        0.8160
 126  22   71.00  -47.00        0.8160
 127  22   73.00  -47.00        0.6994
 128  22   75.00  -47.00        0.6994
 129  22   77.00  -47.00        0.6943
 130  22   79.00  -47.00        0.6926
 131  22   81.00  -47.00        0.7427
 132  22   83.00  -47.00        0.7928
 133  22   85.00  -47.00        0.7988
 134  22   87.00  -47.00        0.8168
 135  22   89.00  -47.00        0.8168
 136  22   91.00  -47.00        0.8288
 137  22   93.00  -47.00        0.8288
 138  22   95.00  -47.00        0.8573
 139  22   97.00  -47.00        0.8668
 140  22   99.00  -47.00        0.8072
 141  22  101.00  -47.00        0.7475
 142  22  103.00  -47.00        0.6915
 143  22  105.00  -47.00        0.5234
 144  22  107.00  -47.00        0.5234
 145  22  109.00  -47.00        0.5018
 146  22  111.00  -47.00        0.5018
 147  22  113.00  -47.00        0.5036
 148  22  115.00  -47.00        0.5042
 149  22  117.00  -47.00        0.5017
 150  22  119.00  -47.00        0.4992
 151  22  121.00  -47.00        0.4985
 152  22  123.00  -47.00        0.4964
 153  22  125.00  -47.00        0.4964
 154  22  127.00  -47.00        0.5100
 155  22  129.00  -47.00        0.5100
 156  22  131.00  -47.00        0.5346
 157  22  133.00  -47.00        0.5429
 158  22  135.00  -47.00        0.5897
 159  22  137.00  -47.00        0.6366
 160  22  139.00  -47.00        0.6632
 161  22  141.00  -47.00        0.7429
 162  22  143.00  -47.00        0.7429
 163  22  145.00  -47.00        0.7406
 164  22  147.00  -47.00        0.7406
 165  22  149.00  -47.00        0.6624
 166  22  151.00  -47.00        0.6364
 167  22  153.00  -47.00        0.6032
 168  22  155.00  -47.00        0.5700
 169  22  157.00  -47.00        0.5659
 170  22  159.00  -47.00        0.5536
 171  22  161.00  -47.00        0.5536
 172  22  163.00  -47.00        0.4526
 173  22  165.00  -47.00        0.4526
 174  22  167.00  -47.00        0.5493
 175  22  169.00  -47.00        0.5815
 176  22  171.00  -47.00        0.3920
 177  22  173.00  -47.00        0.2025
 178  22  175.00  -47.00        0.1999
 179  22  177.00  -47.00        0.1920
 180  22  179.00  -47.00        0.1920
   1  23 -179.00  -45.00        0.3285
   2  23 -177.00  -45.00        0.3310
   3  23 -175.00  -45.00        0.3492
   4  23 -173.00  -45.00        0.3578
   5  23 -171.00  -45.00        0.3921
   6  23 -169.00  -45.00        0.4264
   7  23 -167.00  -45.00        0.4735
   8  23 -165.00  -45.00        0.5611
   9  23 -163.00  -45.00        0.5761
  10  23 -161.00  -45.00        0.6498
  11  23 -159.00  -45.00        0.6567
  12  23 -157.00  -45.00        0.6570
  13  23 -155.00  -45.00        0.6537
  14  23 -153.00  -45.00        0.6396
  15  23 -151.00  -45.00        0.6255
  16  23 -149.00  -45.00        0.6274
  17  23 -147.00  -45.00        0.6361
  18  23 -145.00  -45.00        0.6334
  19  23 -143.00  -45.00        0.6089
  20  23 -141.00  -45.00        0.6066
  21  23 -139.00  -45.00        0.5687
  22  23 -137.00  -45.00        0.5428
  23  23 -135.00  -45.00        0.4553
  24  23 -133.00  -45.00        0.3677
  25  23 -131.00  -45.00        0.3084
  26  23 -129.00  -45.00        0.2232
  27  23 -127.00  -45.00        0.2162
  28  23 -125.00  -45.00        0.1842
  29  23 -123.00  -45.00        0.1835
  30  23 -121.00  -45.00        0.2557
  31  23 -119.00  -45.00        0.3043
  32  23 -117.00  -45.00        0.3782
  33  23 -115.00  -45.00        0.4522
  34  23 -113.00  -45.00        0.4735
  35  23 -111.00  -45.00        0.4978
  36  23 -109.00  -45.00        0.4993
  37  23 -107.00  -45.00        0.4366
  38  23 -105.00  -45.00        0.4287
  39  23 -103.00  -45.00        0.4180
  40  23 -101.00  -45.00        0.4052
  41  23  -99.00  -45.00        0.3736
  42  23  -97.00  -45.00        0.3419
  43  23  -95.00  -45.00        0.3283
  44  23  -93.00  -45.00        0.2995
  45  23  -91.00  -45.00        0.2970
  46  23  -89.00  -45.00        0.1787
  47  23  -87.00  -45.00        0.1921
  48  23  -85.00  -45.00        0.2524
  49  23  -83.00  -45.00        0.3159
  50  23  -81.00  -45.00        0.2703
  51  23  -79.00  -45.00        0.2247
  52  23  -77.00  -45.00        0.1570
  53  23  -75.00  -45.00        0.0562
  54  23  -73.00  -45.00        0.0416
  55  23  -71.00  -45.00        0.7642
  56  23  -69.00  -45.00        0.7663
  57  23  -67.00  -45.00        0.4415
  58  23  -65.00  -45.00        0.3371
  59  23  -63.00  -45.00        0.5023
  60  23  -61.00  -45.00        0.6674
  61  23  -59.00  -45.00        0.8576
  62  23  -57.00  -45.00        1.2309
  63  23  -55.00  -45.00        1.3011
  64  23  -53.00  -45.00        1.6525
  65  23  -51.00  -45.00        1.6495
  66  23  -49.00  -45.00        1.5788
  67  23  -47.00  -45.00        1.5101
  68  23  -45.00  -45.00        1.4541
  69  23  -43.00  -45.00        1.3981
  70  23  -41.00  -45.00        1.3232
  71  23  -39.00  -45.00        1.1285
  72  23  -37.00  -45.00        1.0900
  73  23  -35.00  -45.00        0.9411
  74  23  -33.00  -45.00        0.9341
  75  23  -31.00  -45.00        0.8719
  76  23  -29.00  -45.00        0.8423
  77  23  -27.00  -45.00        0.8164
  78  23  -25.00  -45.00        0.7905
  79  23  -23.00  -45.00        0.7700
  80  23  -21.00  -45.00        0.7314
  81  23  -19.00  -45.00        0.7170
  82  23  -17.00  -45.00        0.6231
  83  23  -15.00  -45.00        0.6124
  84  23  -13.00  -45.00        0.5291
  85  23  -11.00  -45.00        0.4869
  86  23   -9.00  -45.00        0.4098
  87  23   -7.00  -45.00        0.3328
  88  23   -5.00  -45.00        0.2710
  89  23   -3.00  -45.00        0.1558
  90  23   -1.00  -45.00        0.1345
  91  23    1.00  -45.00        0.0611
  92  23    3.00  -45.00        0.0608
  93  23    5.00  -45.00        0.1098
  94  23    7.00  -45.00        0.1552
  95  23    9.00  -45.00        0.2429
  96  23   11.00  -45.00        0.3307
  97  23   13.00  -45.00        0.3724
  98  23   15.00  -45.00        0.4215
  99  23   17.00  -45.00        0.4292
 100  23   19.00  -45.00        0.5194
 101  23   21.00  -45.00        0.5363
 102  23   23.00  -45.00        0.6122
 103  23   25.00  -45.00        0.6239
 104  23   27.00  -45.00        0.6284
 105  23   29.00  -45.00        0.6328
 106  23   31.00  -45.00        0.6294
 107  23   33.00  -45.00        0.6071
 108  23   35.00  -45.00        0.5968
 109  23   37.00  -45.00        0.4550
 110  23   39.00  -45.00        0.4497
 111  23   41.00  -45.00        0.4543
 112  23   43.00  -45.00        0.4784
 113  23   45.00  -45.00        0.5759
 114  23   47.00  -45.00        0.6734
 115  23   49.00  -45.00        0.7098
 116  23   51.00  -45.00        0.7855
 117  23   53.00  -45.00        0.7980
 118  23   55.00  -45.00        0.9038
 119  23   57.00  -45.00        0.9036
 120  23   59.00  -45.00        0.8809
 121  23   61.00  -45.00        0.8637
 122  23   63.00  -45.00        0.8697
 123  23   65.00  -45.00        0.8757
 124  23   67.00  -45.00        0.8716
 125  23   69.00  -45.00        0.8457
 126  23   71.00  -45.00        0.8370
 127  23   73.00  -45.00        0.7912
 128  23   75.00  -45.00        0.7911
 129  23   77.00  -45.00        0.7931
 130  23   79.00  -45.00        0.8016
 131  23   81.00  -45.00        0.8375
 132  23   83.00  -45.00        0.8733
 133  23   85.00  -45.00        0.8833
 134  23   87.00  -45.00        0.8896
 135  23   89.00  -45.00        0.8865
 136  23   91.00  -45.00        0.8941
 137  23   93.00  -45.00        0.9051
 138  23   95.00  -45.00        0.9520
 139  23   97.00  -45.00        0.9707
 140  23   99.00  -45.00        0.9119
 141  23  101.00  -45.00        0.8531
 142  23  103.00  -45.00        0.7629
 143  23  105.00  -45.00        0.6186
 144  23  107.00  -45.00        0.6018
 145  23  109.00  -45.00        0.5824
 146  23  111.00  -45.00        0.5807
 147  23  113.00  -45.00        0.5652
 148  23  115.00  -45.00        0.5550
 149  23  117.00  -45.00        0.5435
 150  23  119.00  -45.00        0.5320
 151  23  121.00  -45.00        0.5267
 152  23  123.00  -45.00        0.5203
 153  23  125.00  -45.00        0.5179
 154  23  127.00  -45.00        0.5290
 155  23  129.00  -45.00        0.5377
 156  23  131.00  -45.00        0.5807
 157  23  133.00  -45.00        0.6085
 158  23  135.00  -45.00        0.6629
 159  23  137.00  -45.00        0.7173
 160  23  139.00  -45.00        0.7662
 161  23  141.00  -45.00        0.8383
 162  23  143.00  -45.00        0.8465
 163  23  145.00  -45.00        0.9146
 164  23  147.00  -45.00        0.9166
 165  23  149.00  -45.00        0.8579
 166  23  151.00  -45.00        0.7319
 167  23  153.00  -45.00        0.7012
 168  23  155.00  -45.00        0.6706
 169  23  157.00  -45.00        0.6570
 170  23  159.00  -45.00        0.6340
 171  23  161.00  -45.00        0.6248
 172  23  163.00  -45.00        0.5262
 173  23  165.00  -45.00        0.5113
 174  23  167.00  -45.00        0.5762
 175  23  169.00  -45.00        0.5956
 176  23  171.00  -45.00        0.4901
 177  23  173.00  -45.00        0.3846
 178  23  175.00  -45.00        0.2976
 179  23  177.00  -45.00        0.3068
 180  23  179.00  -45.00        0.3096
   1  24 -179.00  -43.00        0.4108
   2  24 -177.00  -43.00        0.4191
   3  24 -175.00  -43.00        0.4274
   4  24 -173.00  -43.00        0.4393
   5  24 -171.00  -43.00        0.4752
   6  24 -169.00  -43.00        0.5111
   7  24 -167.00  -43.00        0.5889
   8  24 -165.00  -43.00        0.6399
   9  24 -163.00  -43.00        0.6910
  10  24 -161.00  -43.00        0.7475
  11  24 -159.00  -43.00        0.7714
  12  24 -157.00  -43.00        0.7952
  13  24 -155.00  -43.00        0.7924
  14  24 -153.00  -43.00        0.7828
  15  24 -151.00  -43.00        0.7732
  16  24 -149.00  -43.00        0.7670
  17  24 -147.00  -43.00        0.7580
  18  24 -145.00  -43.00        0.7489
  19  24 -143.00  -43.00        0.7269
  20  24 -141.00  -43.00        0.7192
  21  24 -139.00  -43.00        0.7116
  22  24 -137.00  -43.00        0.6643
  23  24 -135.00  -43.00        0.5891
  24  24 -133.00  -43.00        0.5139
  25  24 -131.00  -43.00        0.4013
  26  24 -129.00  -43.00        0.3771
  27  24 -127.00  -43.00        0.3530
  28  24 -125.00  -43.00        0.3247
  29  24 -123.00  -43.00        0.3216
  30  24 -121.00  -43.00        0.3184
  31  24 -119.00  -43.00        0.3980
  32  24 -117.00  -43.00        0.4449
  33  24 -115.00  -43.00        0.4918
  34  24 -113.00  -43.00        0.5398
  35  24 -111.00  -43.00        0.5450
  36  24 -109.00  -43.00        0.5502
  37  24 -107.00  -43.00        0.5001
  38  24 -105.00  -43.00        0.4724
  39  24 -103.00  -43.00        0.4447
  40  24 -101.00  -43.00        0.4032
  41  24  -99.00  -43.00        0.3883
  42  24  -97.00  -43.00        0.3733
  43  24  -95.00  -43.00        0.3568
  44  24  -93.00  -43.00        0.3476
  45  24  -91.00  -43.00        0.3384
  46  24  -89.00  -43.00        0.2203
  47  24  -87.00  -43.00        0.2676
  48  24  -85.00  -43.00        0.3149
  49  24  -83.00  -43.00        0.4810
  50  24  -81.00  -43.00        0.4447
  51  24  -79.00  -43.00        0.4084
  52  24  -77.00  -43.00        0.2744
  53  24  -75.00  -43.00        0.2321
  54  24  -73.00  -43.00        0.1898
  55  24  -71.00  -43.00        0.7714
  56  24  -69.00  -43.00        0.7783
  57  24  -67.00  -43.00        0.7853
  58  24  -65.00  -43.00        0.8010
  59  24  -63.00  -43.00        0.7225
  60  24  -61.00  -43.00        0.6440
  61  24  -59.00  -43.00        0.9456
  62  24  -57.00  -43.00        1.1839
  63  24  -55.00  -43.00        1.4222
  64  24  -53.00  -43.00        1.6894
  65  24  -51.00  -43.00        1.6803
  66  24  -49.00  -43.00        1.6712
  67  24  -47.00  -43.00        1.5158
  68  24  -45.00  -43.00        1.4939
  69  24  -43.00  -43.00        1.4721
  70  24  -41.00  -43.00        1.3952
  71  24  -39.00  -43.00        1.2640
  72  24  -37.00  -43.00        1.1327
  73  24  -35.00  -43.00        1.0380
  74  24  -33.00  -43.00        1.0149
  75  24  -31.00  -43.00        0.9918
  76  24  -29.00  -43.00        0.9543
  77  24  -27.00  -43.00        0.9331
  78  24  -25.00  -43.00        0.9120
  79  24  -23.00  -43.00        0.8696
  80  24  -21.00  -43.00        0.8208
  81  24  -19.00  -43.00        0.7720
  82  24  -17.00  -43.00        0.7017
  83  24  -15.00  -43.00        0.6656
  84  24  -13.00  -43.00        0.6296
  85  24  -11.00  -43.00        0.6465
  86  24   -9.00  -43.00        0.5633
  87  24   -7.00  -43.00        0.4801
  88  24   -5.00  -43.00        0.3755
  89  24   -3.00  -43.00        0.3029
  90  24   -1.00  -43.00        0.2303
  91  24    1.00  -43.00        0.1386
  92  24    3.00  -43.00        0.1377
  93  24    5.00  -43.00        0.1369
  94  24    7.00  -43.00        0.2357
  95  24    9.00  -43.00        0.3087
  96  24   11.00  -43.00        0.3818
  97  24   13.00  -43.00        0.4767
  98  24   15.00  -43.00        0.5028
  99  24   17.00  -43.00        0.5288
 100  24   19.00  -43.00        0.6105
 101  24   21.00  -43.00        0.6676
 102  24   23.00  -43.00        0.7247
 103  24   25.00  -43.00        0.6966
 104  24   27.00  -43.00        0.6859
 105  24   29.00  -43.00        0.6751
 106  24   31.00  -43.00        0.6764
 107  24   33.00  -43.00        0.6410
 108  24   35.00  -43.00        0.6057
 109  24   37.00  -43.00        0.5206
 110  24   39.00  -43.00        0.5029
 111  24   41.00  -43.00        0.4851
 112  24   43.00  -43.00        0.5562
 113  24   45.00  -43.00        0.6282
 114  24   47.00  -43.00        0.7002
 115  24   49.00  -43.00        0.7528
 116  24   51.00  -43.00        0.7951
 117  24   53.00  -43.00        0.8374
 118  24   55.00  -43.00        0.9388
 119  24   57.00  -43.00        0.9388
 120  24   59.00  -43.00        0.9388
 121  24   61.00  -43.00        0.9065
 122  24   63.00  -43.00        0.9257
 123  24   65.00  -43.00        0.9449
 124  24   67.00  -43.00        0.9503
 125  24   69.00  -43.00        0.9206
 126  24   71.00  -43.00        0.8910
 127  24   73.00  -43.00        0.8567
 128  24   75.00  -43.00        0.8566
 129  24   77.00  -43.00        0.8565
 130  24   79.00  -43.00        0.8834
 131  24   81.00  -43.00        0.9053
